video,frame_id,timestamp_sec,person_count,density_pct,density_change_rate,mean_motion_speed,max_motion_speed,direction_variance,flow_irregularity,heuristic_risk_score,heuristic_risk_level,ground_truth_risk_level,ground_truth_person_count,latency_ms
seq_05_dense_standstill.mp4,124,6.2,25,51.5,0.26,0.62,0.93,0.919,94.2,56.1,HIGH RISK,HIGH RISK,55,133.25
seq_05_dense_standstill.mp4,125,6.25,25,51.6,0.65,0.59,0.83,0.734,74.6,56.2,HIGH RISK,HIGH RISK,55,130.8
seq_05_dense_standstill.mp4,126,6.3,26,51.9,0.73,0.6,0.94,0.839,83.6,56.4,HIGH RISK,HIGH RISK,55,136.4
seq_05_dense_standstill.mp4,127,6.35,26,51.8,-0.11,0.59,1.01,0.753,72.8,56.3,HIGH RISK,HIGH RISK,55,131.18
seq_05_dense_standstill.mp4,128,6.4,25,51.7,-0.18,0.65,1.15,0.755,77.0,56.4,HIGH RISK,HIGH RISK,55,131.22
seq_05_dense_standstill.mp4,129,6.45,25,51.5,-0.19,0.56,0.71,0.885,86.8,56.5,HIGH RISK,HIGH RISK,55,129.74
seq_05_dense_standstill.mp4,130,6.5,25,51.7,-0.08,0.57,0.84,0.471,46.2,56.3,HIGH RISK,HIGH RISK,55,120.18
seq_05_dense_standstill.mp4,131,6.55,25,51.7,-0.13,0.55,0.78,0.701,70.5,56.2,HIGH RISK,HIGH RISK,55,140.63
seq_05_dense_standstill.mp4,132,6.6,25,51.6,-0.61,0.62,0.94,0.713,70.5,56.2,HIGH RISK,HIGH RISK,55,138.15
seq_05_dense_standstill.mp4,133,6.65,24,51.5,-0.03,0.58,0.84,0.617,59.0,55.9,HIGH RISK,HIGH RISK,55,127.08
seq_05_dense_standstill.mp4,134,6.7,24,51.5,-0.1,0.58,0.86,0.582,56.8,55.8,HIGH RISK,HIGH RISK,55,120.44
seq_05_dense_standstill.mp4,135,6.75,24,51.7,-0.17,0.59,0.89,0.854,90.9,55.9,HIGH RISK,HIGH RISK,55,122.12
seq_05_dense_standstill.mp4,136,6.8,25,51.9,0.07,0.65,1.07,0.751,74.1,55.9,HIGH RISK,HIGH RISK,55,121.54
seq_05_dense_standstill.mp4,137,6.85,24,51.5,-0.17,0.57,0.77,0.804,80.4,56.0,HIGH RISK,HIGH RISK,55,125.37
seq_05_dense_standstill.mp4,138,6.9,26,52.1,0.54,0.63,0.99,0.504,47.2,55.9,HIGH RISK,HIGH RISK,55,122.77
seq_05_dense_standstill.mp4,139,6.95,26,52.2,0.53,0.61,0.98,0.686,65.7,55.8,HIGH RISK,HIGH RISK,55,128.04
seq_05_dense_standstill.mp4,140,7.0,25,52.2,0.44,0.61,0.81,0.691,64.7,55.8,HIGH RISK,HIGH RISK,55,120.72
seq_05_dense_standstill.mp4,141,7.05,25,52.1,0.5,0.64,0.89,0.87,86.2,55.9,HIGH RISK,HIGH RISK,55,128.41
seq_05_dense_standstill.mp4,142,7.1,23,51.6,0.13,0.55,0.69,0.933,92.7,55.9,HIGH RISK,HIGH RISK,55,125.5
seq_05_dense_standstill.mp4,143,7.15,25,52.0,0.44,0.62,0.9,0.602,57.5,56.0,HIGH RISK,HIGH RISK,55,135.43
seq_05_dense_standstill.mp4,144,7.2,26,52.5,0.78,0.62,1.16,0.667,66.0,56.0,HIGH RISK,HIGH RISK,55,121.39
seq_05_dense_standstill.mp4,145,7.25,25,52.0,0.09,0.59,0.8,0.56,52.7,55.8,HIGH RISK,HIGH RISK,55,121.41
seq_05_dense_standstill.mp4,146,7.3,24,51.9,0.4,0.59,0.85,0.71,70.7,55.8,HIGH RISK,HIGH RISK,55,122.75
seq_05_dense_standstill.mp4,147,7.35,22,45.9,-6.15,0.59,0.95,0.901,92.1,55.7,HIGH RISK,HIGH RISK,55,128.89
seq_05_dense_standstill.mp4,148,7.4,22,45.8,-6.42,0.57,0.82,0.479,48.4,55.4,HIGH RISK,HIGH RISK,55,164.85
seq_05_dense_standstill.mp4,149,7.45,22,45.7,-6.5,0.6,0.82,0.841,84.2,55.5,HIGH RISK,HIGH RISK,55,136.35
seq_05_dense_standstill.mp4,150,7.5,23,45.7,-6.33,0.61,1.02,0.881,85.2,55.6,HIGH RISK,HIGH RISK,55,139.41
seq_05_dense_standstill.mp4,151,7.55,23,45.6,-6.03,0.62,0.96,0.718,65.7,55.6,HIGH RISK,HIGH RISK,55,137.24
seq_05_dense_standstill.mp4,152,7.6,23,45.7,-6.23,0.61,0.99,0.702,70.0,55.4,HIGH RISK,HIGH RISK,55,130.27
seq_05_dense_standstill.mp4,153,7.65,26,52.0,-0.52,0.61,0.9,0.793,78.3,55.5,HIGH RISK,HIGH RISK,55,128.94
seq_05_dense_standstill.mp4,154,7.7,25,51.8,-0.22,0.57,0.83,0.819,82.9,55.5,HIGH RISK,HIGH RISK,55,139.05
seq_05_dense_standstill.mp4,155,7.75,27,51.9,-0.02,0.59,0.83,0.78,76.8,55.5,HIGH RISK,HIGH RISK,55,134.11
seq_05_dense_standstill.mp4,156,7.8,27,51.8,5.92,0.59,0.82,0.849,86.6,55.6,HIGH RISK,HIGH RISK,55,136.77
seq_05_dense_standstill.mp4,157,7.85,28,52.1,6.25,0.6,0.96,0.748,77.0,55.7,HIGH RISK,HIGH RISK,55,121.24
seq_05_dense_standstill.mp4,158,7.9,27,51.8,6.08,0.58,0.83,0.706,70.0,55.7,HIGH RISK,HIGH RISK,55,124.56
seq_05_dense_standstill.mp4,159,7.95,26,52.1,6.41,0.62,0.96,0.858,82.8,55.8,HIGH RISK,HIGH RISK,55,139.63
seq_06_counter_flow_b.mp4,0,0.0,19,24.0,-21.63,6.77,16.03,0.854,83.7,60.8,HIGH RISK,NORMAL,22,129.49
seq_06_counter_flow_b.mp4,1,0.05,19,24.0,-21.74,0.94,1.63,0.028,2.4,60.4,HIGH RISK,NORMAL,22,120.33
seq_06_counter_flow_b.mp4,2,0.1,19,24.0,-27.96,0.96,1.55,0.047,4.3,60.2,HIGH RISK,NORMAL,22,128.37
seq_06_counter_flow_b.mp4,3,0.15,19,24.0,-27.79,0.97,1.6,0.052,5.0,60.1,HIGH RISK,NORMAL,22,139.26
seq_06_counter_flow_b.mp4,4,0.2,19,24.1,-27.84,0.96,1.79,0.04,3.6,59.9,HIGH RISK,NORMAL,22,124.31
seq_06_counter_flow_b.mp4,5,0.25,19,24.1,-27.77,0.93,1.69,0.073,6.1,59.7,HIGH RISK,NORMAL,22,138.86
seq_06_counter_flow_b.mp4,6,0.3,19,24.1,-27.94,1.02,1.99,0.044,4.3,59.5,HIGH RISK,NORMAL,22,136.85
seq_06_counter_flow_b.mp4,7,0.35,19,24.2,-27.57,1.07,2.08,0.077,7.0,59.4,HIGH RISK,NORMAL,22,140.6
seq_06_counter_flow_b.mp4,8,0.4,19,24.2,-27.9,1.02,1.87,0.067,6.0,59.3,HIGH RISK,NORMAL,22,139.04
seq_06_counter_flow_b.mp4,9,0.45,19,24.3,0.29,1.07,2.13,0.051,4.7,54.3,HIGH RISK,NORMAL,22,138.65
seq_06_counter_flow_b.mp4,10,0.5,18,23.8,-0.21,0.91,1.47,0.042,3.8,50.9,WARNING,NORMAL,22,132.84
seq_06_counter_flow_b.mp4,11,0.55,18,23.8,-0.23,0.97,1.58,0.071,6.7,50.5,WARNING,NORMAL,22,145.96
seq_06_counter_flow_b.mp4,12,0.6,18,23.9,-0.06,0.92,1.7,0.068,6.5,50.0,WARNING,NORMAL,22,125.1
seq_06_counter_flow_b.mp4,13,0.65,19,24.3,0.24,0.95,1.61,0.064,5.8,49.5,WARNING,NORMAL,22,132.4
seq_06_counter_flow_b.mp4,14,0.7,19,24.3,0.2,0.93,1.63,0.091,7.9,48.9,WARNING,NORMAL,22,126.24
seq_06_counter_flow_b.mp4,15,0.75,18,24.1,-0.02,0.97,1.57,0.068,5.5,48.4,WARNING,NORMAL,22,126.51
seq_06_counter_flow_b.mp4,16,0.8,18,24.2,-0.03,0.93,1.41,0.037,3.1,47.8,WARNING,NORMAL,22,125.87
seq_06_counter_flow_b.mp4,17,0.85,18,24.1,-0.14,1.02,1.71,0.046,4.5,47.3,WARNING,NORMAL,22,120.4
seq_06_counter_flow_b.mp4,18,0.9,18,24.2,-0.07,0.93,1.71,0.078,6.9,46.8,WARNING,NORMAL,22,126.97
seq_06_counter_flow_b.mp4,19,0.95,18,24.2,0.38,0.95,1.6,0.048,4.7,46.2,WARNING,NORMAL,22,118.88
seq_06_counter_flow_b.mp4,20,1.0,18,24.2,0.4,0.94,1.71,0.036,3.1,45.9,WARNING,NORMAL,22,117.5
seq_06_counter_flow_b.mp4,21,1.05,18,24.1,0.19,0.96,1.83,0.081,7.3,45.5,WARNING,NORMAL,22,126.9
seq_06_counter_flow_b.mp4,22,1.1,18,24.2,-0.13,1.1,2.36,0.054,4.9,44.9,WARNING,NORMAL,22,118.85
seq_06_counter_flow_b.mp4,23,1.15,18,24.2,-0.11,1.05,1.9,0.047,4.1,44.5,WARNING,NORMAL,22,134.31
seq_06_counter_flow_b.mp4,24,1.2,18,24.2,0.04,1.01,1.88,0.09,8.4,44.0,WARNING,NORMAL,22,139.26
seq_06_counter_flow_b.mp4,25,1.25,17,24.0,-0.15,0.98,1.78,0.067,6.3,43.5,WARNING,NORMAL,22,139.43
seq_06_counter_flow_b.mp4,26,1.3,18,24.1,0.03,0.93,1.5,0.03,2.7,43.2,WARNING,NORMAL,22,137.03
seq_06_counter_flow_b.mp4,27,1.35,18,24.1,-0.09,1.0,1.59,0.065,5.7,42.8,WARNING,NORMAL,22,137.84
seq_06_counter_flow_b.mp4,28,1.4,18,24.2,0.01,0.96,1.6,0.064,6.1,42.5,WARNING,NORMAL,22,157.7
seq_06_counter_flow_b.mp4,29,1.45,18,24.2,-0.02,0.94,1.65,0.071,6.8,42.2,WARNING,NORMAL,22,159.67
seq_06_counter_flow_b.mp4,30,1.5,17,23.1,-1.06,1.04,3.55,0.098,16.2,41.8,WARNING,NORMAL,22,148.65
seq_06_counter_flow_b.mp4,31,1.55,17,23.1,-1.11,1.0,1.69,0.052,4.4,41.3,WARNING,NORMAL,22,151.9
seq_06_counter_flow_b.mp4,32,1.6,17,23.1,-1.08,0.97,1.66,0.036,3.2,40.8,WARNING,NORMAL,22,196.61
seq_06_counter_flow_b.mp4,33,1.65,17,23.1,-1.06,0.93,1.9,0.037,3.4,40.2,WARNING,NORMAL,22,160.73
seq_06_counter_flow_b.mp4,34,1.7,18,23.0,-1.06,0.97,1.54,0.046,4.1,39.6,WARNING,NORMAL,22,187.27
seq_06_counter_flow_b.mp4,35,1.75,18,22.9,-1.23,0.98,1.58,0.034,3.0,39.2,WARNING,NORMAL,22,170.78
seq_06_counter_flow_b.mp4,36,1.8,18,22.9,-1.19,1.04,2.03,0.055,4.9,38.9,WARNING,NORMAL,22,227.87
seq_06_counter_flow_b.mp4,37,1.85,18,22.8,-1.33,0.9,1.91,0.061,5.7,38.4,WARNING,NORMAL,22,163.85
seq_06_counter_flow_b.mp4,38,1.9,17,22.7,-1.5,1.06,2.06,0.059,5.1,37.9,WARNING,NORMAL,22,164.89
seq_06_counter_flow_b.mp4,39,1.95,17,22.7,-0.32,1.05,1.94,0.098,8.2,37.6,WARNING,NORMAL,22,197.58
seq_06_counter_flow_b.mp4,40,2.0,17,22.7,-0.31,0.98,1.74,0.077,6.9,37.0,WARNING,NORMAL,22,145.78
seq_06_counter_flow_b.mp4,41,2.05,18,22.9,-0.2,0.98,1.83,0.065,5.9,36.6,WARNING,NORMAL,22,141.5
seq_06_counter_flow_b.mp4,42,2.1,18,22.9,-0.23,0.96,1.65,0.042,4.0,36.1,WARNING,NORMAL,22,142.39
seq_06_counter_flow_b.mp4,43,2.15,18,22.8,-0.11,1.0,1.83,0.049,4.7,35.8,WARNING,NORMAL,22,143.02
seq_06_counter_flow_b.mp4,44,2.2,18,22.8,-0.1,0.94,1.68,0.091,8.3,35.4,WARNING,NORMAL,22,139.33
seq_06_counter_flow_b.mp4,45,2.25,17,21.7,-1.24,1.58,13.57,0.124,32.1,35.5,WARNING,NORMAL,22,131.04
seq_06_counter_flow_b.mp4,46,2.3,17,21.6,-1.27,0.95,1.5,0.102,8.6,35.0,WARNING,NORMAL,22,140.55
seq_06_counter_flow_b.mp4,47,2.35,17,21.6,-1.07,0.98,1.66,0.048,4.3,34.5,WARNING,NORMAL,22,130.57
seq_06_counter_flow_b.mp4,48,2.4,17,21.6,-1.15,1.03,1.87,0.042,3.5,33.9,WARNING,NORMAL,22,123.81
seq_06_counter_flow_b.mp4,49,2.45,17,21.6,-1.14,0.92,1.5,0.056,4.8,33.4,WARNING,NORMAL,22,129.36
seq_06_counter_flow_b.mp4,50,2.5,17,21.6,-1.31,0.96,1.54,0.047,4.4,32.9,WARNING,NORMAL,22,129.31
seq_06_counter_flow_b.mp4,51,2.55,17,21.5,-1.34,0.91,1.33,0.066,5.7,32.6,WARNING,NORMAL,22,135.88
seq_06_counter_flow_b.mp4,52,2.6,17,21.5,-1.35,0.97,1.83,0.034,3.3,32.0,WARNING,NORMAL,22,141.45
seq_06_counter_flow_b.mp4,53,2.65,17,21.5,-1.27,1.07,2.07,0.048,4.0,31.6,WARNING,NORMAL,22,172.46
seq_06_counter_flow_b.mp4,54,2.7,16,20.7,-0.96,1.23,4.45,0.078,10.3,31.0,NORMAL,NORMAL,22,189.66
seq_06_counter_flow_b.mp4,55,2.75,16,20.7,-0.92,1.1,2.08,0.074,6.1,30.3,NORMAL,NORMAL,22,245.25
seq_06_counter_flow_b.mp4,56,2.8,16,20.6,-0.99,1.01,1.86,0.029,2.9,29.9,NORMAL,NORMAL,22,250.45
seq_06_counter_flow_b.mp4,57,2.85,17,20.9,-0.67,0.93,1.5,0.051,4.5,29.4,NORMAL,NORMAL,22,225.02
seq_06_counter_flow_b.mp4,58,2.9,16,19.6,-1.96,1.4,10.58,0.099,28.9,29.3,NORMAL,NORMAL,22,231.72
seq_06_counter_flow_b.mp4,59,2.95,16,19.6,-1.96,0.95,1.69,0.05,4.9,28.8,NORMAL,NORMAL,22,183.01
seq_06_counter_flow_b.mp4,60,3.0,16,19.6,-1.93,0.94,1.58,0.172,15.6,28.6,NORMAL,NORMAL,22,178.78
seq_06_counter_flow_b.mp4,61,3.05,16,19.6,-1.85,0.92,1.47,0.065,5.7,28.0,NORMAL,NORMAL,22,217.5
seq_06_counter_flow_b.mp4,62,3.1,16,19.6,-1.89,1.06,1.87,0.09,7.5,27.5,NORMAL,NORMAL,22,175.69
seq_06_counter_flow_b.mp4,63,3.15,16,19.6,-1.1,0.99,1.68,0.048,4.0,26.7,NORMAL,NORMAL,22,180.73
seq_06_counter_flow_b.mp4,64,3.2,16,19.6,-1.03,1.01,1.66,0.029,3.0,26.2,NORMAL,NORMAL,22,207.82
seq_06_counter_flow_b.mp4,65,3.25,16,19.6,-1.01,0.93,1.38,0.036,3.2,25.6,NORMAL,NORMAL,22,219.91
seq_06_counter_flow_b.mp4,66,3.3,16,19.6,-1.28,0.95,1.19,0.037,3.8,25.0,NORMAL,NORMAL,22,203.53
seq_06_counter_flow_b.mp4,67,3.35,16,19.6,-0.01,0.99,1.81,0.04,3.8,24.6,NORMAL,NORMAL,22,199.69
seq_06_counter_flow_b.mp4,68,3.4,16,19.6,0.03,0.95,1.82,0.053,4.9,24.1,NORMAL,NORMAL,22,231.48
seq_06_counter_flow_b.mp4,69,3.45,15,19.3,-0.31,1.11,2.17,0.056,4.9,23.5,NORMAL,NORMAL,22,202.33
seq_06_counter_flow_b.mp4,70,3.5,15,19.3,-0.37,1.11,2.08,0.045,4.0,23.2,NORMAL,NORMAL,22,216.4
seq_06_counter_flow_b.mp4,71,3.55,15,19.3,-0.3,1.04,1.96,0.081,7.1,22.7,NORMAL,NORMAL,22,292.37
seq_06_counter_flow_b.mp4,72,3.6,15,19.4,-0.23,1.03,1.87,0.034,3.6,22.3,NORMAL,NORMAL,22,198.49
seq_06_counter_flow_b.mp4,73,3.65,15,19.3,-0.29,0.97,1.55,0.051,5.1,21.9,NORMAL,NORMAL,22,199.94
seq_06_counter_flow_b.mp4,74,3.7,16,19.7,0.13,0.93,1.54,0.066,6.2,21.5,NORMAL,NORMAL,22,188.9
seq_06_counter_flow_b.mp4,75,3.75,16,19.8,0.17,0.93,1.59,0.062,6.2,20.9,NORMAL,NORMAL,22,178.69
seq_06_counter_flow_b.mp4,76,3.8,16,19.8,0.13,1.02,1.68,0.062,5.4,20.5,NORMAL,NORMAL,22,168.94
seq_06_counter_flow_b.mp4,77,3.85,16,19.8,0.18,0.96,1.65,0.086,8.3,20.3,NORMAL,NORMAL,22,173.68
seq_06_counter_flow_b.mp4,78,3.9,16,19.8,0.53,1.01,1.69,0.018,1.6,19.8,NORMAL,NORMAL,22,170.38
seq_06_counter_flow_b.mp4,79,3.95,16,19.8,0.56,0.98,1.66,0.078,6.7,19.2,NORMAL,NORMAL,22,164.02
seq_06_counter_flow_b.mp4,80,4.0,16,20.1,0.72,1.06,2.79,0.017,1.6,18.8,NORMAL,WARNING,23,164.54
seq_06_counter_flow_b.mp4,81,4.05,16,19.9,0.54,0.95,1.47,0.08,9.6,18.3,NORMAL,WARNING,23,159.33
seq_06_counter_flow_b.mp4,82,4.1,17,21.2,1.89,1.27,9.71,0.278,81.1,18.1,NORMAL,WARNING,24,214.74
seq_06_counter_flow_b.mp4,83,4.15,17,21.5,1.74,1.05,2.49,0.284,46.0,18.1,NORMAL,WARNING,24,158.73
seq_06_counter_flow_b.mp4,84,4.2,18,22.9,3.08,1.43,8.7,0.358,86.1,18.6,NORMAL,WARNING,25,141.62
seq_06_counter_flow_b.mp4,85,4.25,17,22.6,2.86,1.3,2.54,0.436,62.3,18.9,NORMAL,WARNING,25,146.95
seq_06_counter_flow_b.mp4,86,4.3,17,22.5,2.72,1.38,3.21,0.451,72.7,19.2,NORMAL,WARNING,26,151.05
seq_06_counter_flow_b.mp4,87,4.35,17,22.5,2.72,1.24,2.5,0.434,70.7,19.2,NORMAL,WARNING,26,152.82
seq_06_counter_flow_b.mp4,88,4.4,18,23.7,3.9,1.35,3.51,0.46,80.4,19.8,NORMAL,WARNING,27,180.82
seq_06_counter_flow_b.mp4,89,4.45,18,23.7,3.66,1.24,2.57,0.521,84.6,20.1,NORMAL,WARNING,27,158.43
seq_06_counter_flow_b.mp4,90,4.5,20,25.3,5.43,1.3,2.83,0.508,86.6,20.4,NORMAL,WARNING,28,165.61
seq_06_counter_flow_b.mp4,91,4.55,20,25.4,4.18,1.34,2.83,0.647,91.6,20.7,NORMAL,WARNING,28,187.96
seq_06_counter_flow_b.mp4,92,4.6,21,26.8,5.3,1.43,5.48,0.661,93.0,20.9,NORMAL,WARNING,29,169.58
seq_06_counter_flow_b.mp4,93,4.65,20,26.4,3.55,1.33,3.0,0.61,89.0,20.8,NORMAL,WARNING,29,164.97
seq_06_counter_flow_b.mp4,94,4.7,21,27.6,4.95,1.44,3.15,0.657,88.3,20.5,NORMAL,WARNING,30,172.12
seq_06_counter_flow_b.mp4,95,4.75,21,27.4,4.87,1.35,3.01,0.663,88.9,20.3,NORMAL,WARNING,30,144.55
seq_06_counter_flow_b.mp4,96,4.8,20,27.4,4.86,1.4,2.96,0.626,96.7,20.1,NORMAL,WARNING,31,135.19
seq_06_counter_flow_b.mp4,97,4.85,18,27.1,3.4,1.35,2.98,0.673,95.0,20.0,NORMAL,WARNING,31,150.13
seq_06_counter_flow_b.mp4,98,4.9,19,28.1,4.41,1.69,10.11,0.767,68.6,20.0,NORMAL,WARNING,32,135.04
seq_06_counter_flow_b.mp4,99,4.95,19,27.9,2.56,1.37,2.87,0.739,86.3,19.9,NORMAL,WARNING,32,177.0
seq_06_counter_flow_b.mp4,100,5.0,19,27.9,2.52,1.37,2.75,0.798,83.2,19.4,NORMAL,WARNING,33,235.81
seq_06_counter_flow_b.mp4,101,5.05,18,27.9,1.12,1.48,3.0,0.745,90.5,19.8,NORMAL,WARNING,33,222.03
seq_06_counter_flow_b.mp4,102,5.1,19,29.2,2.75,1.56,4.38,0.753,90.5,20.1,NORMAL,WARNING,34,213.21
seq_06_counter_flow_b.mp4,103,5.15,18,29.1,1.55,1.53,3.09,0.805,82.1,20.7,NORMAL,WARNING,34,203.35
seq_06_counter_flow_b.mp4,104,5.2,18,25.1,-2.3,1.52,6.73,0.765,84.9,21.0,NORMAL,WARNING,35,187.29
seq_06_counter_flow_b.mp4,105,5.25,18,25.1,-2.28,1.52,3.05,0.835,78.9,21.3,NORMAL,WARNING,35,199.98
seq_06_counter_flow_b.mp4,106,5.3,20,31.7,4.58,1.49,3.0,0.907,66.6,21.8,NORMAL,WARNING,36,174.57
seq_06_counter_flow_b.mp4,107,5.35,19,30.8,2.71,1.52,2.86,0.923,62.1,22.1,NORMAL,WARNING,36,175.88
seq_06_counter_flow_b.mp4,108,5.4,18,33.9,6.01,1.57,3.0,0.881,63.3,22.4,NORMAL,WARNING,37,158.12
seq_06_counter_flow_b.mp4,109,5.45,17,30.7,2.79,1.6,3.33,0.927,62.7,23.0,NORMAL,WARNING,37,162.52
seq_06_counter_flow_b.mp4,110,5.5,18,34.1,6.16,1.54,3.06,0.914,70.7,23.7,NORMAL,WARNING,38,152.74
seq_06_counter_flow_b.mp4,111,5.55,17,27.5,-1.73,1.54,3.0,0.847,72.3,24.0,NORMAL,WARNING,38,160.86
seq_06_counter_flow_b.mp4,112,5.6,19,28.9,-0.21,1.7,5.94,0.875,66.1,24.3,NORMAL,WARNING,39,166.77
seq_06_counter_flow_b.mp4,113,5.65,20,27.2,2.14,1.49,2.96,0.934,63.9,24.7,NORMAL,WARNING,39,159.64
seq_06_counter_flow_b.mp4,114,5.7,20,27.8,2.68,1.81,6.4,0.948,54.3,25.4,NORMAL,WARNING,40,188.64
seq_06_counter_flow_b.mp4,115,5.75,20,30.1,-1.57,1.64,3.07,0.866,54.9,25.9,NORMAL,WARNING,40,241.12
seq_06_counter_flow_b.mp4,116,5.8,22,36.6,5.71,1.71,3.43,0.956,63.9,26.5,NORMAL,WARNING,41,212.94
seq_06_counter_flow_b.mp4,117,5.85,20,29.7,-4.23,1.77,3.91,0.889,56.2,27.0,NORMAL,WARNING,41,187.63
seq_06_counter_flow_b.mp4,118,5.9,21,30.7,-0.03,1.8,4.13,0.899,55.4,27.2,NORMAL,WARNING,42,202.12
seq_06_counter_flow_b.mp4,119,5.95,18,30.9,-3.19,1.61,3.0,0.943,68.5,27.4,NORMAL,WARNING,42,184.76
seq_06_counter_flow_b.mp4,120,6.0,19,31.3,3.8,1.71,4.05,0.929,53.7,27.8,NORMAL,WARNING,43,173.53
seq_06_counter_flow_b.mp4,121,6.05,17,26.9,-2.05,1.73,3.02,0.729,40.7,28.2,NORMAL,WARNING,43,196.21
seq_06_counter_flow_b.mp4,122,6.1,19,37.1,9.89,1.83,4.09,0.82,44.2,29.1,NORMAL,WARNING,44,176.41
seq_06_counter_flow_b.mp4,123,6.15,17,31.5,3.67,1.86,3.44,0.654,34.2,29.5,NORMAL,WARNING,44,170.73
seq_06_counter_flow_b.mp4,124,6.2,16,31.1,0.92,1.78,3.22,0.742,42.2,29.7,NORMAL,WARNING,45,160.39
seq_06_counter_flow_b.mp4,125,6.25,17,28.4,-8.14,1.75,3.1,0.784,45.7,29.7,NORMAL,WARNING,45,168.36
seq_06_counter_flow_b.mp4,126,6.3,23,40.6,10.88,1.75,3.11,0.797,45.9,30.1,NORMAL,WARNING,46,163.23
seq_06_counter_flow_b.mp4,127,6.35,24,41.8,11.11,1.72,3.32,0.862,49.4,30.9,NORMAL,WARNING,46,170.03
seq_06_counter_flow_b.mp4,128,6.4,24,41.9,11.01,1.66,3.12,0.849,49.3,31.6,WARNING,WARNING,47,170.0
seq_06_counter_flow_b.mp4,129,6.45,23,36.2,4.94,1.65,2.97,0.813,44.8,32.2,WARNING,WARNING,47,194.62
seq_06_counter_flow_b.mp4,130,6.5,25,36.8,9.92,1.74,3.11,0.794,46.0,32.6,WARNING,WARNING,48,167.61
seq_06_counter_flow_b.mp4,131,6.55,23,36.6,-0.55,1.74,3.12,0.78,42.9,32.9,WARNING,WARNING,48,165.19
seq_06_counter_flow_b.mp4,132,6.6,26,44.0,12.49,1.9,3.31,0.803,51.2,33.2,WARNING,WARNING,49,148.84
seq_06_counter_flow_b.mp4,133,6.65,26,40.5,9.41,1.75,3.14,0.816,49.6,33.8,WARNING,WARNING,49,173.38
seq_06_counter_flow_b.mp4,134,6.7,25,41.1,12.7,1.83,3.68,0.797,45.8,34.6,WARNING,WARNING,50,157.08
seq_06_counter_flow_b.mp4,135,6.75,24,40.6,0.05,1.72,3.1,0.824,46.1,35.4,WARNING,WARNING,50,177.95
seq_06_counter_flow_b.mp4,136,6.8,24,38.5,-3.32,1.77,3.24,0.784,42.5,35.2,WARNING,WARNING,51,148.88
seq_06_counter_flow_b.mp4,137,6.85,24,44.4,2.56,1.69,3.0,0.707,37.8,35.3,WARNING,WARNING,51,156.54
seq_06_counter_flow_b.mp4,138,6.9,20,37.3,1.09,1.76,3.04,0.669,40.0,35.4,WARNING,WARNING,52,157.08
seq_06_counter_flow_b.mp4,139,6.95,21,42.9,6.09,1.86,3.19,0.526,25.6,35.8,WARNING,WARNING,52,178.13
seq_06_counter_flow_b.mp4,140,7.0,24,43.9,7.33,1.9,3.76,0.57,29.4,36.1,WARNING,CRITICAL,53,176.69
seq_06_counter_flow_b.mp4,141,7.05,25,42.9,-1.1,1.89,3.07,0.57,30.3,36.4,WARNING,CRITICAL,53,191.1
seq_06_counter_flow_b.mp4,142,7.1,23,43.8,3.31,1.79,3.04,0.599,33.7,36.4,WARNING,CRITICAL,54,186.19
seq_06_counter_flow_b.mp4,143,7.15,24,45.9,4.81,1.94,3.26,0.601,30.7,36.7,WARNING,CRITICAL,54,181.54
seq_06_counter_flow_b.mp4,144,7.2,24,40.4,-0.21,1.96,3.78,0.531,32.6,36.6,WARNING,CRITICAL,55,192.8
seq_06_counter_flow_b.mp4,145,7.25,25,40.7,2.26,1.84,2.99,0.525,25.9,36.9,WARNING,CRITICAL,55,183.19
seq_06_counter_flow_b.mp4,146,7.3,25,41.2,-3.27,1.98,3.42,0.408,20.4,37.3,WARNING,CRITICAL,56,215.75
seq_06_counter_flow_b.mp4,147,7.35,23,42.0,4.75,1.99,3.91,0.441,21.1,37.7,WARNING,CRITICAL,56,170.25
seq_06_counter_flow_b.mp4,148,7.4,25,47.4,4.49,2.09,3.59,0.434,24.1,38.2,WARNING,CRITICAL,57,172.33
seq_06_counter_flow_b.mp4,149,7.45,24,42.4,-1.48,2.04,3.45,0.398,22.4,38.2,WARNING,CRITICAL,57,215.0
seq_06_counter_flow_b.mp4,150,7.5,25,43.0,0.13,1.87,3.03,0.506,27.7,38.0,WARNING,CRITICAL,58,166.44
seq_06_counter_flow_b.mp4,151,7.55,21,34.6,-9.21,2.0,3.85,0.443,21.1,38.1,WARNING,CRITICAL,58,180.04
seq_06_counter_flow_b.mp4,152,7.6,22,37.9,-8.04,2.01,3.59,0.461,24.1,38.2,WARNING,CRITICAL,59,159.56
seq_06_counter_flow_b.mp4,153,7.65,20,38.0,-2.41,1.94,3.09,0.378,17.3,38.2,WARNING,CRITICAL,59,159.08
seq_06_counter_flow_b.mp4,154,7.7,22,43.4,2.7,2.11,3.58,0.294,13.7,38.4,WARNING,CRITICAL,60,163.06
seq_06_counter_flow_b.mp4,155,7.75,22,45.9,4.77,2.05,3.16,0.346,16.7,38.5,WARNING,CRITICAL,60,152.97
seq_06_counter_flow_b.mp4,156,7.8,23,47.3,5.28,2.03,3.21,0.332,15.3,38.6,WARNING,CRITICAL,61,183.38
seq_06_counter_flow_b.mp4,157,7.85,23,40.4,-6.94,2.08,3.1,0.35,19.2,38.5,WARNING,CRITICAL,61,164.09
