video,frame_id,timestamp_sec,person_count,density_pct,density_change_rate,mean_motion_speed,max_motion_speed,direction_variance,flow_irregularity,heuristic_risk_score,heuristic_risk_level,ground_truth_risk_level,ground_truth_person_count
seq_02_bottleneck_congestion.mp4,208,10.4,24,38.4,-1.4,0.78,1.25,0.14,11.9,26.9,NORMAL,HIGH RISK,59
seq_02_bottleneck_congestion.mp4,209,10.45,23,38.3,-1.42,0.74,1.23,0.139,12.2,26.5,NORMAL,HIGH RISK,59
seq_02_bottleneck_congestion.mp4,210,10.5,23,38.9,-1.82,0.8,1.51,0.158,16.6,26.1,NORMAL,HIGH RISK,60
seq_02_bottleneck_congestion.mp4,211,10.55,23,38.7,-2.18,0.77,1.16,0.104,9.4,25.7,NORMAL,HIGH RISK,60
seq_02_bottleneck_congestion.mp4,212,10.6,23,38.8,-1.77,0.77,1.32,0.131,11.4,25.4,NORMAL,HIGH RISK,60
seq_02_bottleneck_congestion.mp4,213,10.65,24,39.5,-0.2,0.79,1.9,0.206,19.4,25.2,NORMAL,HIGH RISK,61
seq_02_bottleneck_congestion.mp4,214,10.7,25,39.2,-0.49,0.8,1.23,0.147,13.0,24.8,NORMAL,HIGH RISK,61
seq_02_bottleneck_congestion.mp4,215,10.75,25,39.2,-0.16,0.75,1.16,0.139,12.8,24.6,NORMAL,HIGH RISK,61
seq_02_bottleneck_congestion.mp4,216,10.8,26,40.4,1.7,0.86,1.86,0.153,14.9,24.2,NORMAL,HIGH RISK,62
seq_02_bottleneck_congestion.mp4,217,10.85,26,40.5,2.05,0.77,1.18,0.194,16.6,24.1,NORMAL,HIGH RISK,62
seq_02_bottleneck_congestion.mp4,218,10.9,26,40.2,1.98,0.76,1.16,0.2,19.0,23.8,NORMAL,HIGH RISK,62
seq_02_bottleneck_congestion.mp4,219,10.95,27,41.4,2.55,0.82,3.21,0.186,17.0,23.6,NORMAL,HIGH RISK,63
seq_02_bottleneck_congestion.mp4,220,11.0,27,41.5,2.83,0.77,1.15,0.109,10.2,23.6,NORMAL,HIGH RISK,63
seq_02_bottleneck_congestion.mp4,221,11.05,27,41.3,2.5,0.74,1.29,0.146,13.3,23.5,NORMAL,HIGH RISK,63
seq_02_bottleneck_congestion.mp4,222,11.1,27,41.9,2.45,0.81,1.3,0.125,13.6,23.5,NORMAL,HIGH RISK,64
seq_02_bottleneck_congestion.mp4,223,11.15,27,41.8,2.58,0.77,1.43,0.085,8.6,23.4,NORMAL,HIGH RISK,64
seq_02_bottleneck_congestion.mp4,224,11.2,27,41.9,2.6,0.77,1.2,0.166,14.9,23.3,NORMAL,HIGH RISK,64
seq_02_bottleneck_congestion.mp4,225,11.25,27,43.3,2.89,0.79,1.24,0.142,12.5,23.3,NORMAL,HIGH RISK,65
seq_02_bottleneck_congestion.mp4,226,11.3,27,43.2,2.73,0.75,1.17,0.106,9.5,23.5,NORMAL,HIGH RISK,65
seq_02_bottleneck_congestion.mp4,227,11.35,27,43.4,3.16,0.77,1.21,0.13,12.3,23.7,NORMAL,HIGH RISK,65
seq_02_bottleneck_congestion.mp4,228,11.4,27,44.1,2.61,0.82,1.36,0.143,13.9,23.8,NORMAL,HIGH RISK,66
seq_02_bottleneck_congestion.mp4,229,11.45,27,44.1,2.6,0.75,1.16,0.138,13.3,23.9,NORMAL,HIGH RISK,66
seq_02_bottleneck_congestion.mp4,230,11.5,26,44.9,3.65,0.79,1.32,0.167,14.8,24.1,NORMAL,HIGH RISK,66
seq_02_bottleneck_congestion.mp4,231,11.55,25,39.1,-2.81,0.8,1.36,0.135,12.8,23.6,NORMAL,HIGH RISK,67
seq_02_bottleneck_congestion.mp4,232,11.6,28,44.8,2.96,0.7,1.21,0.12,12.4,23.7,NORMAL,HIGH RISK,67
seq_02_bottleneck_congestion.mp4,233,11.65,28,44.7,2.8,0.79,1.23,0.119,10.2,23.8,NORMAL,HIGH RISK,67
seq_02_bottleneck_congestion.mp4,234,11.7,29,45.9,2.68,0.82,1.67,0.117,11.7,23.9,NORMAL,HIGH RISK,68
seq_02_bottleneck_congestion.mp4,235,11.75,29,46.1,2.86,0.8,1.32,0.118,11.0,24.0,NORMAL,HIGH RISK,68
seq_02_bottleneck_congestion.mp4,236,11.8,28,45.9,2.52,0.76,1.16,0.115,10.3,24.0,NORMAL,HIGH RISK,68
seq_02_bottleneck_congestion.mp4,237,11.85,27,45.9,1.84,0.78,1.29,0.132,12.4,24.0,NORMAL,HIGH RISK,68
seq_02_bottleneck_congestion.mp4,238,11.9,27,45.7,1.66,0.73,1.16,0.176,17.0,23.9,NORMAL,HIGH RISK,68
seq_02_bottleneck_congestion.mp4,239,11.95,27,45.8,0.81,0.8,1.13,0.127,12.3,23.8,NORMAL,HIGH RISK,68
seq_03_counter_flow_surge.mp4,0,0.0,21,26.8,-12.28,7.19,23.46,0.592,42.6,26.3,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,1,0.05,21,26.8,-17.95,0.98,1.61,0.032,3.1,26.3,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,2,0.1,21,26.8,-17.84,0.96,1.76,0.038,3.6,26.4,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,3,0.15,21,26.8,-19.13,1.02,2.02,0.048,4.3,26.3,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,4,0.2,21,26.8,-19.32,1.07,2.03,0.049,4.0,26.4,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,5,0.25,21,26.8,-19.09,1.04,2.01,0.046,4.0,26.5,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,6,0.3,21,26.8,-19.09,1.11,2.15,0.059,5.1,26.7,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,7,0.35,21,26.8,-18.94,0.99,1.95,0.079,6.4,26.8,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,8,0.4,21,26.8,-18.94,1.05,1.95,0.086,7.3,26.8,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,9,0.45,21,26.8,-0.07,0.94,1.81,0.072,6.4,21.9,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,10,0.5,21,26.8,0.01,1.01,1.74,0.043,3.8,21.5,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,11,0.55,21,26.8,-0.03,0.96,1.79,0.123,10.3,21.5,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,12,0.6,21,26.8,0.0,1.0,1.82,0.094,8.4,21.5,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,13,0.65,21,26.8,-0.01,0.92,1.44,0.039,3.5,21.4,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,14,0.7,20,26.8,-0.07,0.93,1.62,0.072,6.6,21.4,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,15,0.75,20,26.8,-0.03,0.98,1.56,0.042,3.6,21.4,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,16,0.8,20,26.7,-0.07,0.98,1.59,0.072,5.9,21.3,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,17,0.85,20,26.7,-0.11,1.0,1.9,0.035,2.9,21.3,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,18,0.9,20,26.7,-0.05,1.0,1.83,0.057,4.9,21.2,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,19,0.95,20,26.7,-0.13,0.99,1.92,0.072,6.3,21.2,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,20,1.0,20,26.7,-0.04,1.05,2.05,0.025,2.4,21.2,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,21,1.05,19,25.6,-1.25,1.4,9.22,0.062,8.9,21.1,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,22,1.1,19,24.3,-2.44,1.18,3.09,0.075,6.5,21.1,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,23,1.15,19,24.3,-2.43,1.09,1.96,0.048,4.2,21.1,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,24,1.2,19,24.3,-2.44,1.03,1.96,0.069,6.1,21.0,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,25,1.25,19,24.3,-2.41,1.03,1.89,0.115,10.2,21.0,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,26,1.3,19,24.3,-2.38,0.88,1.53,0.089,7.9,20.9,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,27,1.35,18,22.5,-4.2,0.98,1.65,0.059,5.5,20.9,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,28,1.4,19,24.3,-2.37,0.93,1.61,0.087,7.7,20.8,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,29,1.45,18,22.5,-4.22,0.93,1.54,0.059,5.1,20.7,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,30,1.5,19,24.3,-1.22,0.92,1.69,0.067,6.5,20.5,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,31,1.55,19,24.3,0.01,1.05,1.98,0.05,4.5,20.4,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,32,1.6,17,21.2,-3.11,1.21,5.83,0.054,14.8,20.4,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,33,1.65,18,23.0,-1.31,0.95,1.7,0.028,2.6,20.3,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,34,1.7,17,21.2,-3.12,0.98,1.98,0.065,5.6,20.2,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,35,1.75,18,23.0,-1.28,0.97,2.05,0.061,5.1,20.1,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,36,1.8,17,21.2,-1.3,1.05,2.19,0.047,4.2,20.0,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,37,1.85,17,21.2,-3.11,1.03,2.1,0.04,3.7,19.9,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,38,1.9,17,21.2,-1.31,1.03,2.05,0.094,7.8,19.9,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,39,1.95,17,21.2,-3.12,1.09,2.25,0.058,4.9,19.8,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,40,2.0,17,21.2,-3.12,0.96,2.19,0.043,4.0,19.8,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,41,2.05,17,21.2,0.0,1.0,1.65,0.088,8.1,19.7,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,42,2.1,18,23.0,0.0,0.93,1.68,0.113,9.7,19.6,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,43,2.15,17,21.2,0.0,0.92,1.61,0.084,7.8,19.5,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,44,2.2,18,23.0,0.0,0.95,1.6,0.101,8.6,19.4,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,45,2.25,18,23.0,1.83,0.96,1.62,0.044,3.9,19.3,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,46,2.3,18,23.0,1.83,1.01,1.62,0.044,3.9,19.2,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,47,2.35,18,23.0,1.81,0.94,1.69,0.08,7.3,19.1,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,48,2.4,18,23.0,1.81,0.95,1.37,0.024,2.3,19.1,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,49,2.45,18,23.0,1.83,0.97,1.74,0.05,4.5,19.6,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,50,2.5,17,22.8,1.59,0.93,1.48,0.031,2.8,20.0,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,51,2.55,17,22.7,-0.32,1.09,2.02,0.071,6.5,19.8,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,52,2.6,17,22.7,1.52,0.99,2.26,0.056,5.0,19.9,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,53,2.65,17,22.7,-0.38,1.13,2.46,0.021,1.9,19.8,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,54,2.7,17,23.0,-0.03,0.99,2.01,0.13,10.3,19.7,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,55,2.75,17,23.0,-0.08,1.04,1.92,0.048,4.3,19.4,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,56,2.8,18,23.0,0.01,0.99,1.76,0.052,4.6,19.1,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,57,2.85,16,21.4,-1.64,1.35,7.83,0.104,16.6,18.7,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,58,2.9,16,21.3,-1.7,0.91,1.77,0.109,11.0,18.3,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,59,2.95,16,21.4,-1.4,0.94,1.62,0.077,7.0,18.1,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,60,3.0,16,21.4,-1.3,0.92,1.43,0.09,8.5,18.0,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,61,3.05,16,21.4,-1.33,0.98,1.64,0.034,3.1,17.8,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,62,3.1,16,21.4,-1.24,0.97,1.63,0.034,3.0,17.7,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,63,3.15,16,21.4,-1.62,0.97,1.6,0.052,4.8,17.5,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,64,3.2,16,21.3,-1.62,0.97,1.52,0.026,2.4,17.4,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,65,3.25,16,21.4,-1.64,1.02,1.96,0.053,5.0,17.2,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,66,3.3,16,21.4,-0.01,0.93,1.6,0.05,4.2,17.1,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,67,3.35,16,21.4,0.06,0.99,2.01,0.04,4.1,17.0,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,68,3.4,16,21.3,-0.07,1.12,2.2,0.04,3.5,16.9,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,69,3.45,16,21.4,-0.02,1.06,2.12,0.048,4.3,16.8,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,70,3.5,16,21.5,0.05,0.99,1.93,0.118,10.4,16.7,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,71,3.55,16,21.4,0.01,1.02,1.99,0.068,5.9,16.6,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,72,3.6,16,21.4,-0.0,0.95,1.8,0.082,6.7,16.5,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,73,3.65,16,21.4,0.09,0.94,1.49,0.087,7.0,16.4,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,74,3.7,16,21.4,0.01,0.97,1.64,0.077,6.7,16.3,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,75,3.75,16,21.5,0.09,0.96,1.79,0.076,6.8,16.3,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,76,3.8,16,21.4,0.03,0.98,1.49,0.07,6.1,16.2,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,77,3.85,16,21.4,0.09,0.91,1.66,0.095,8.5,16.1,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,78,3.9,17,21.9,0.47,0.99,1.66,0.039,3.6,16.0,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,79,3.95,17,21.8,0.36,0.99,1.59,0.045,4.0,15.9,NORMAL,NORMAL,22
seq_03_counter_flow_surge.mp4,80,4.0,18,23.2,1.73,1.19,5.89,0.102,28.1,16.0,NORMAL,WARNING,23
seq_03_counter_flow_surge.mp4,81,4.05,16,21.4,-0.01,1.26,6.29,0.191,31.8,16.0,NORMAL,WARNING,23
seq_03_counter_flow_surge.mp4,82,4.1,18,23.0,1.6,1.23,4.1,0.247,45.0,16.1,NORMAL,WARNING,24
seq_03_counter_flow_surge.mp4,83,4.15,17,23.0,1.59,1.17,2.51,0.257,43.4,16.3,NORMAL,WARNING,24
seq_03_counter_flow_surge.mp4,84,4.2,17,24.5,3.0,1.21,3.49,0.325,63.3,16.6,NORMAL,WARNING,25
seq_03_counter_flow_surge.mp4,85,4.25,17,24.1,2.72,1.23,2.52,0.313,49.6,16.9,NORMAL,WARNING,25
seq_03_counter_flow_surge.mp4,86,4.3,17,25.0,3.57,1.18,2.57,0.387,62.0,17.3,NORMAL,WARNING,26
seq_03_counter_flow_surge.mp4,87,4.35,17,24.8,2.98,1.16,2.85,0.4,66.6,17.6,NORMAL,WARNING,26
seq_03_counter_flow_surge.mp4,88,4.4,17,25.5,3.64,1.21,3.1,0.374,62.2,17.9,NORMAL,WARNING,27
seq_03_counter_flow_surge.mp4,89,4.45,16,24.5,1.38,1.28,2.98,0.511,80.8,18.0,NORMAL,WARNING,27
seq_03_counter_flow_surge.mp4,90,4.5,17,23.0,1.6,1.19,2.87,0.542,85.9,17.9,NORMAL,WARNING,28
seq_03_counter_flow_surge.mp4,91,4.55,19,25.6,2.55,1.22,2.87,0.558,88.6,18.2,NORMAL,WARNING,28
seq_03_counter_flow_surge.mp4,92,4.6,18,26.2,3.22,1.23,2.99,0.545,89.6,18.3,NORMAL,WARNING,29
seq_03_counter_flow_surge.mp4,93,4.65,19,27.0,2.5,1.25,2.65,0.495,80.2,18.3,NORMAL,WARNING,29
seq_03_counter_flow_surge.mp4,94,4.7,21,27.9,3.77,1.31,3.02,0.613,96.1,18.4,NORMAL,WARNING,30
seq_03_counter_flow_surge.mp4,95,4.75,21,27.6,2.57,1.34,3.11,0.566,91.7,18.3,NORMAL,WARNING,30
seq_03_counter_flow_surge.mp4,96,4.8,21,28.4,3.6,1.48,3.42,0.595,79.4,18.3,NORMAL,WARNING,31
seq_03_counter_flow_surge.mp4,97,4.85,20,29.0,3.57,1.35,2.95,0.649,95.6,18.4,NORMAL,WARNING,31
seq_03_counter_flow_surge.mp4,98,4.9,18,29.7,5.12,1.44,3.37,0.701,89.1,18.5,NORMAL,WARNING,32
seq_03_counter_flow_surge.mp4,99,4.95,19,26.8,3.78,1.42,3.07,0.716,89.7,18.8,NORMAL,WARNING,32
seq_03_counter_flow_surge.mp4,100,5.0,17,24.7,-0.93,1.56,4.46,0.691,89.8,19.0,NORMAL,WARNING,33
seq_03_counter_flow_surge.mp4,101,5.05,19,29.8,3.58,1.4,2.84,0.736,91.8,19.7,NORMAL,WARNING,33
seq_03_counter_flow_surge.mp4,102,5.1,14,19.8,-7.13,1.62,3.68,0.791,86.5,20.1,NORMAL,WARNING,34
seq_03_counter_flow_surge.mp4,103,5.15,14,21.0,-6.94,1.73,5.54,0.836,79.5,20.6,NORMAL,WARNING,34
seq_03_counter_flow_surge.mp4,104,5.2,15,23.0,-4.6,1.52,2.99,0.925,69.0,20.9,NORMAL,WARNING,35
seq_03_counter_flow_surge.mp4,105,5.25,15,23.3,-5.16,1.53,3.05,0.948,65.1,21.2,NORMAL,WARNING,35
seq_03_counter_flow_surge.mp4,106,5.3,16,24.0,-5.03,1.68,4.64,0.914,61.0,21.6,NORMAL,WARNING,36
seq_03_counter_flow_surge.mp4,107,5.35,16,28.6,-1.02,1.58,3.04,0.865,52.8,22.0,NORMAL,WARNING,36
seq_03_counter_flow_surge.mp4,108,5.4,16,28.6,1.83,1.61,3.12,0.968,69.1,22.6,NORMAL,WARNING,37
seq_03_counter_flow_surge.mp4,109,5.45,12,22.2,-2.44,1.61,2.99,0.87,53.8,22.8,NORMAL,WARNING,37
seq_03_counter_flow_surge.mp4,110,5.5,16,30.5,0.7,1.78,5.19,0.903,56.4,23.3,NORMAL,WARNING,38
seq_03_counter_flow_surge.mp4,111,5.55,14,23.5,3.65,1.69,3.09,0.849,51.3,23.6,NORMAL,WARNING,38
seq_03_counter_flow_surge.mp4,112,5.6,15,27.7,6.73,1.93,5.77,0.832,54.1,23.8,NORMAL,WARNING,39
seq_03_counter_flow_surge.mp4,113,5.65,14,22.7,-0.32,1.71,3.0,0.797,46.7,24.0,NORMAL,WARNING,39
seq_03_counter_flow_surge.mp4,114,5.7,12,23.9,0.6,1.83,4.5,0.757,41.7,24.5,NORMAL,WARNING,40
seq_03_counter_flow_surge.mp4,115,5.75,11,24.0,0.02,1.77,3.18,0.754,42.3,25.0,NORMAL,WARNING,40
seq_03_counter_flow_surge.mp4,116,5.8,13,22.8,-5.78,2.0,8.38,0.759,39.6,25.4,NORMAL,WARNING,41
seq_03_counter_flow_surge.mp4,117,5.85,15,29.3,0.67,1.78,3.19,0.663,41.1,25.8,NORMAL,WARNING,41
seq_03_counter_flow_surge.mp4,118,5.9,14,28.6,6.43,1.79,4.04,0.691,39.5,26.3,NORMAL,WARNING,42
seq_03_counter_flow_surge.mp4,119,5.95,15,28.4,-2.12,1.83,3.29,0.614,32.1,26.6,NORMAL,WARNING,42
seq_03_counter_flow_surge.mp4,120,6.0,10,18.7,-4.81,1.68,3.02,0.694,42.8,26.4,NORMAL,WARNING,43
seq_03_counter_flow_surge.mp4,121,6.05,13,33.9,6.2,1.76,3.01,0.641,32.7,26.6,NORMAL,WARNING,43
seq_03_counter_flow_surge.mp4,122,6.1,14,30.2,7.52,1.92,3.48,0.505,28.3,26.8,NORMAL,WARNING,44
seq_03_counter_flow_surge.mp4,123,6.15,14,29.9,6.02,1.88,3.27,0.523,25.6,27.2,NORMAL,WARNING,44
seq_03_counter_flow_surge.mp4,124,6.2,11,28.0,3.95,1.92,4.0,0.487,26.4,27.4,NORMAL,WARNING,45
seq_03_counter_flow_surge.mp4,125,6.25,12,27.3,4.44,1.9,3.15,0.503,23.9,27.6,NORMAL,WARNING,45
seq_03_counter_flow_surge.mp4,126,6.3,12,28.8,-0.42,2.0,4.8,0.499,28.3,27.8,NORMAL,WARNING,46
seq_03_counter_flow_surge.mp4,127,6.35,15,35.7,7.09,1.82,3.12,0.47,24.5,28.2,NORMAL,WARNING,46
seq_03_counter_flow_surge.mp4,128,6.4,18,36.7,8.33,1.94,3.55,0.47,24.4,28.4,NORMAL,WARNING,47
seq_03_counter_flow_surge.mp4,129,6.45,15,30.2,11.52,1.94,3.22,0.492,24.4,29.3,NORMAL,WARNING,47
seq_03_counter_flow_surge.mp4,130,6.5,17,30.9,-3.0,2.0,3.95,0.498,27.8,29.8,NORMAL,WARNING,48
seq_03_counter_flow_surge.mp4,131,6.55,18,31.1,0.89,1.91,3.18,0.537,30.5,30.0,NORMAL,WARNING,48
seq_03_counter_flow_surge.mp4,132,6.6,20,33.8,3.95,2.04,3.36,0.53,30.0,30.0,NORMAL,WARNING,49
seq_03_counter_flow_surge.mp4,133,6.65,18,33.5,5.58,1.85,3.14,0.539,28.4,30.2,NORMAL,WARNING,49
seq_03_counter_flow_surge.mp4,134,6.7,18,34.4,7.07,1.9,3.28,0.495,25.4,30.4,NORMAL,WARNING,50
seq_03_counter_flow_surge.mp4,135,6.75,16,32.7,3.83,1.93,3.21,0.463,23.6,30.6,NORMAL,WARNING,50
seq_03_counter_flow_surge.mp4,136,6.8,13,24.3,-11.42,1.97,3.4,0.488,31.3,30.4,NORMAL,WARNING,51
seq_03_counter_flow_surge.mp4,137,6.85,13,27.1,-9.63,2.01,3.15,0.329,16.3,30.0,NORMAL,WARNING,51
seq_03_counter_flow_surge.mp4,138,6.9,16,30.7,0.46,2.04,3.19,0.291,15.5,29.8,NORMAL,WARNING,52
seq_03_counter_flow_surge.mp4,139,6.95,15,29.8,-1.06,2.05,3.26,0.282,12.6,29.5,NORMAL,WARNING,52
seq_03_counter_flow_surge.mp4,140,7.0,16,30.3,-0.76,2.08,3.88,0.31,16.5,29.6,NORMAL,CRITICAL,53
seq_03_counter_flow_surge.mp4,141,7.05,17,31.5,-2.34,2.04,3.25,0.325,14.7,29.7,NORMAL,CRITICAL,53
seq_03_counter_flow_surge.mp4,142,7.1,20,33.6,0.08,2.08,3.17,0.275,13.1,29.9,NORMAL,CRITICAL,54
seq_03_counter_flow_surge.mp4,143,7.15,17,30.9,-3.5,2.11,3.41,0.32,14.4,30.2,NORMAL,CRITICAL,54
seq_03_counter_flow_surge.mp4,144,7.2,18,29.4,-3.24,2.13,3.49,0.324,15.1,30.5,NORMAL,CRITICAL,55
seq_03_counter_flow_surge.mp4,145,7.25,20,35.6,11.25,2.13,3.31,0.259,11.0,30.8,NORMAL,CRITICAL,55
seq_03_counter_flow_surge.mp4,146,7.3,17,23.9,-3.23,2.01,3.18,0.348,16.9,30.8,NORMAL,CRITICAL,56
seq_03_counter_flow_surge.mp4,147,7.35,17,25.1,-5.59,2.14,3.72,0.279,13.0,31.0,NORMAL,CRITICAL,56
seq_03_counter_flow_surge.mp4,148,7.4,18,28.9,-0.96,2.11,3.41,0.365,20.4,31.1,WARNING,CRITICAL,57
seq_03_counter_flow_surge.mp4,149,7.45,18,28.7,-1.56,2.1,3.38,0.311,16.5,31.3,WARNING,CRITICAL,57
seq_03_counter_flow_surge.mp4,150,7.5,19,31.0,-0.55,2.06,3.15,0.327,16.7,31.3,WARNING,CRITICAL,58
seq_03_counter_flow_surge.mp4,151,7.55,18,28.8,-4.79,2.01,3.12,0.334,15.2,31.4,WARNING,CRITICAL,58
seq_03_counter_flow_surge.mp4,152,7.6,18,29.3,-1.55,2.84,27.04,0.308,31.1,32.0,WARNING,CRITICAL,59
seq_03_counter_flow_surge.mp4,153,7.65,23,47.1,17.67,2.21,3.32,0.178,8.2,32.3,WARNING,CRITICAL,59
seq_03_counter_flow_surge.mp4,154,7.7,20,40.0,4.38,2.21,3.41,0.22,11.9,32.6,WARNING,CRITICAL,60
seq_03_counter_flow_surge.mp4,155,7.75,19,39.1,15.26,2.24,3.37,0.157,7.3,32.9,WARNING,CRITICAL,60
seq_03_counter_flow_surge.mp4,156,7.8,15,24.3,-0.82,2.11,3.28,0.203,11.5,33.0,WARNING,CRITICAL,61
seq_03_counter_flow_surge.mp4,157,7.85,17,34.1,5.25,2.15,3.33,0.173,8.2,33.4,WARNING,CRITICAL,61
seq_03_counter_flow_surge.mp4,158,7.9,16,34.2,5.47,2.21,3.57,0.192,10.3,33.7,WARNING,CRITICAL,62
seq_03_counter_flow_surge.mp4,159,7.95,19,37.5,6.55,2.16,3.23,0.176,9.2,34.2,WARNING,CRITICAL,62
seq_03_counter_flow_surge.mp4,160,8.0,24,42.6,13.75,2.42,6.83,0.16,7.3,35.1,WARNING,CRITICAL,63
seq_03_counter_flow_surge.mp4,161,8.05,23,42.8,13.51,2.21,3.17,0.169,7.2,35.4,WARNING,CRITICAL,63
seq_03_counter_flow_surge.mp4,162,8.1,22,43.0,-4.09,2.22,3.31,0.166,9.2,34.8,WARNING,CRITICAL,64
seq_03_counter_flow_surge.mp4,163,8.15,22,42.8,2.85,2.25,3.53,0.165,8.1,34.3,WARNING,CRITICAL,64
seq_03_counter_flow_surge.mp4,164,8.2,27,52.5,13.35,2.3,3.83,0.181,11.4,34.8,WARNING,CRITICAL,65
seq_03_counter_flow_surge.mp4,165,8.25,24,46.3,22.06,2.23,3.35,0.197,8.8,35.1,WARNING,CRITICAL,65
seq_03_counter_flow_surge.mp4,166,8.3,22,47.7,13.56,2.18,3.3,0.223,11.5,35.8,WARNING,CRITICAL,66
seq_03_counter_flow_surge.mp4,167,8.35,24,47.6,13.4,2.21,3.3,0.204,8.8,36.1,WARNING,CRITICAL,66
seq_03_counter_flow_surge.mp4,168,8.4,25,48.2,10.7,2.17,3.16,0.126,5.7,36.4,WARNING,CRITICAL,67
seq_03_counter_flow_surge.mp4,169,8.45,24,46.3,3.69,2.28,3.25,0.138,6.0,36.2,WARNING,CRITICAL,67
